"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL409270";"";"None";"3979.51";"None";"None";"34";"CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)[C@@H](C)CC)C(C)C)C(=O)O)C(=O)O";"EC50";"'='";"0.0272";"nM";"10.57";"";"";"UO_0000065";"2.65";"None";"None";"None";"0";"CHEMBL677178";"Potency measured using recombinant human GLP-1 receptor expressed in Baby Hamster Kidney (BHK)cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133591";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"27.2"
"CHEMBL4084119";"LIRAGLUTIDE";"4.0";"3751.26";"None";"None";"liraglutide";"CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O";"EC50";"'='";"0.0093";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3110983";"Activation of human GLP-1 receptor overexpressed in HEK293 cells assessed as cAMP accumulation after 20 mins by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3108706";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";"";"9.3"
"CHEMBL3110310";"";"None";"3920.34";"None";"None";"13b";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CSC1CC(=O)N(CCCCCC(=O)Nc2ccc(C(c3c(O)c4ccccc4oc3=O)c3c(O)c4ccccc4oc3=O)cc2)C1=O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C";"EC50";"'='";"0.0336";"nM";"10.47";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3110983";"Activation of human GLP-1 receptor overexpressed in HEK293 cells assessed as cAMP accumulation after 20 mins by HTRF assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3108706";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307715";"";"";"";"33.6"
"CHEMBL2381848";"PF-06291874";"2.0";"503.52";"2";"5.63";"17";"CCC[C@H](Oc1cc(C)c(-n2cc(C(F)(F)F)cn2)c(C)c1)c1ccc(C(=O)NCCC(=O)O)cc1";"Ki";"'='";"3160.0";"nM";"5.50";"";"";"UO_0000065";"10.92";"0.21";"-0.13";"5.89";"0";"CHEMBL2382727";"Binding affinity to GLP-1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380306";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"3160.0"
"CHEMBL399865";"";"None";"560.48";"1";"3.88";"8c";"COC(=O)CCNS(=O)(=O)c1ccc(CS(=O)(=O)c2nc3cc(Cl)c(Cl)cc3nc2C(C)C)cc1";"EC50";"'='";"4900.0";"nM";"5.31";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923944";"Agonist activity at human GLP1 assessed as stimulation of cAMP";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140467";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"4.9"
"CHEMBL251760";"";"None";"473.40";"0";"4.44";"8b";"CC(C)c1nc2cc(Cl)c(Cl)cc2nc1S(=O)(=O)Cc1ccc(S(C)(=O)=O)cc1";"EC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923944";"Agonist activity at human GLP1 assessed as stimulation of cAMP";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140467";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"1.2"
"CHEMBL401292";"";"None";"303.21";"0";"3.80";"9";"CC(C)c1nc2cc(Cl)c(Cl)cc2nc1[S+](C)[O-]";"EC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923944";"Agonist activity at human GLP1 assessed as stimulation of cAMP";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140467";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"30.0"
"CHEMBL400700";"";"None";"410.30";"0";"1.94";"16o";"CS(=O)(=O)c1nc2cc(Cl)c(Cl)cc2nc1NC1CCS(=O)(=O)C1";"EC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923944";"Agonist activity at human GLP1 assessed as stimulation of cAMP";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140467";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"1.4"
"CHEMBL577553";"";"None";"1186.25";"None";"None";"2";"C[C@H](NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(N)=O)[C@@H](C)O)[C@@H](C)O";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1048996";"Agonist activity at human GLP1R expressed in CHO cells assessed as stimulation of intracellular [3H]cAMP accumulation after 30 mins by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156009";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3308072";"";"";"";"10000.0"
"CHEMBL576320";"";"None";"1423.55";"None";"None";"8";"Cc1ccc(-c2ccc(C[C@H](NC(=O)[C@H](Cc3ccc(-c4ccccc4)cc3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc3cnc[nH]3)[C@@H](C)O)[C@@H](C)O)C(N)=O)cc2)cc1";"EC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1048996";"Agonist activity at human GLP1R expressed in CHO cells assessed as stimulation of intracellular [3H]cAMP accumulation after 30 mins by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156009";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3308072";"";"";"";"270.0"
"CHEMBL576987";"";"None";"1437.58";"None";"None";"11";"Cc1cccc(-c2ccc(C[C@H](NC(=O)[C@H](Cc3ccc(-c4ccccc4C)cc3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc3cnc[nH]3)[C@@H](C)O)[C@@H](C)O)C(N)=O)cc2)c1";"EC50";"'='";"87.0";"nM";"7.06";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1048996";"Agonist activity at human GLP1R expressed in CHO cells assessed as stimulation of intracellular [3H]cAMP accumulation after 30 mins by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156009";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3308072";"";"";"";"87.0"
"CHEMBL577126";"";"None";"1467.60";"None";"None";"16";"COc1ccc(-c2ccc(C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc3cnc[nH]3)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](Cc3ccc(-c4ccccc4C)cc3)C(N)=O)cc2)c(C)c1";"EC50";"'='";"35.0";"nM";"7.46";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1048996";"Agonist activity at human GLP1R expressed in CHO cells assessed as stimulation of intracellular [3H]cAMP accumulation after 30 mins by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156009";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3308072";"";"";"";"35.0"
"CHEMBL577346";"";"None";"1545.66";"None";"None";"22";"CCc1cc(OC)ccc1-c1ccc(C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@](C)(Cc2c(F)cccc2F)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](N)Cc2cnc[nH]2)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](Cc2ccc(-c3ccccc3C)cc2)C(N)=O)cc1";"EC50";"'='";"0.093";"nM";"10.03";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1048996";"Agonist activity at human GLP1R expressed in CHO cells assessed as stimulation of intracellular [3H]cAMP accumulation after 30 mins by scintillation proximity assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156009";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3308072";"";"";"";"0.093"
"CHEMBL5207521";"";"None";"3265.68";"None";"None";"11";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C";"IC50";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"2.51";"None";"None";"None";"0";"CHEMBL5130382";"Binding affinity to human GLP-1R expressed in CHO cells coexpressing beta-arrestin-2 incubated for 1 hr by time-resolved fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5126621";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 1.0 hr";"AGONIST";"";"8.2"
"CHEMBL5194409";"";"None";"3251.66";"None";"None";"8";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C";"EC50";"'='";"0.005012";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5130383";"Agonist activity at human GLP-1R expressed in CHO cells coexpressing beta-arrestin-2 assessed as reduction in cAMP accumulation incubated for 2 hrs under dark condition by LANCE cAMP assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1784";"Glucagon-like peptide 1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5126621";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 2.0 hr";"AGONIST";"";"11.3"
